time,100cm湿度(kg/m2),10cm湿度(kg/m2),200cm湿度(kg/m2),40cm湿度(kg/m2),month,year,土壤蒸发量(mm),平均气温(℃),降水量(mm)
2012-01-01,-0.8676516582330353,-0.2951978378556496,1.3788945881001324,-1.546133054174414,1,0,-0.9540003565606384,-1.8503810446545983,-0.551176743204984
2012-02-01,-0.8676516582330353,-0.5524359382153051,1.3788945881001324,-1.546133054174414,2,0,-0.9282507375410646,-1.4932549710784706,-0.551176743204984
2012-03-01,-0.8676516582330353,-0.6933883219740204,1.3788945881001324,-1.546133054174414,3,0,-0.8201023376588547,-0.7375255830974905,-0.4139753764007214
2012-04-01,-0.8697239002372165,-0.9153883263939966,1.3788945881001324,-1.5649341439152418,4,0,-0.2752403992046733,0.2501951518916045,-0.5244382671167876
2012-05-01,-0.8821573522623033,-0.1366264061270952,1.3788945881001324,-1.6643113325453311,5,0,0.8474429900487439,0.7893992826650107,-0.2107348862395223
2012-06-01,-0.8524552168690402,1.6605164867965247,1.3788945881001324,-0.3844942951875646,6,0,2.436709475936838,1.005924539872585,0.1261979843626591
2012-07-01,-0.03115663587858218,1.7873736321793685,1.3480556219198203,1.7574870002852956,7,0,2.225562599976333,1.2484609481083409,0.7197781175751669
2012-08-01,0.4074679216730923,0.4201355097198301,1.2555387233788846,0.343376464778761,8,0,0.4529588266688733,1.1591794297143092,-0.13051945797493295
2012-09-01,-0.004217489824227338,0.8993736144994623,1.1938607910182606,0.4414107184273627,9,0,0.35923021343762473,0.6705915928335823,-0.12694029188438696
2012-10-01,-0.04566232990785021,0.1664212189541424,1.1424625140510931,0.014357394314278274,10,0,-0.17945181645185876,0.0660080824487982,-0.4513811710332902
2012-11-01,-0.022867667861857312,0.07832597910494536,1.1321828586576366,0.043901963907007235,11,0,-0.9220708289763668,-0.9006225300850135,-0.3533400920432366
2012-12-01,-0.022867667861857312,-0.05205497587186597,1.1321828586576366,0.043901963907007235,12,0,-0.981809945101778,-1.6732240160302203,-0.5280174332073335
2013-01-01,-0.022867667861857312,-0.16834069247280609,1.1321828586576366,0.043901963907007235,1,1,-0.9756300365370802,-1.607844636418842,-0.5440885907511577
2013-02-01,-0.022867667861857312,-0.3586264105470713,1.1321828586576366,0.043901963907007235,2,1,-0.9364906156273284,-1.4095974853391808,-0.5476677568417035
2013-03-01,-0.022867667861857312,-0.6052930821248235,1.1321828586576366,0.04255902892551982,3,1,-0.6697245625845437,-0.5378724238541429,-0.5031036300280429
2013-04-01,-0.02701215187021975,-0.9682454703035148,1.1321828586576366,0.02912967911064276,4,1,-0.5028670313377056,-0.09216783596582556,-0.4299763542172799
2013-05-01,-0.08779791732619999,-0.6475787972524377,1.1321828586576366,-0.2313997072979692,5,1,0.2655016002063761,0.8927408826958981,-0.4887869656658589
2013-06-01,-0.08779791732619999,1.6499450580146209,1.101343892477325,0.8402624079292056,6,1,2.9527318410890966,1.07833396030239,-0.1073601479772825
2013-07-01,0.5221319792377818,2.0340403037571195,1.0293863047232732,1.646023396821818,7,1,3.0268907438654686,1.2653330460725676,0.14402363508812335
2013-08-01,0.3867455016312811,1.072040284603888,0.916310095395482,0.7664009839473832,8,1,1.2213274582129552,1.1711304991056355,-0.08953449725181828
2013-09-01,-0.004217489824227338,-0.0273883087140907,0.8443525076414012,-0.5523611678735255,9,1,-0.03731391946381155,0.7226138948899474,-0.5155254417540553
2013-10-01,-0.17414133416708075,-0.35510260095310353,0.8032338860676617,-0.947184052430906,10,1,-0.40913841810645696,0.09975227837725124,-0.5280174332073335
2013-11-01,-0.17966731284489704,-0.9330073743638364,0.7723949198873497,-0.9606134022457832,11,1,-0.8077425205294593,-0.5603685544731117,-0.5422639178422518
2013-12-01,-0.17897656551017013,-1.2642454761968172,0.7621152644939221,-0.9619563372272706,12,1,-0.9756300365370802,-1.2422825138606008,-0.5351757653884256
2014-01-01,-0.17897656551017013,-1.4157692887374358,0.7621152644939221,-0.9619563372272706,1,2,-0.9478204479959408,-1.1290988566839146,-0.3515855988615964
2014-02-01,-0.17897656551017013,-1.6201502451875731,0.7621152644939221,-0.9619563372272706,2,2,-0.9735700670155144,-1.0953546607554614,-0.5494222500233438
2014-03-01,-0.17966731284489704,-0.21415021719438815,0.7621152644939221,-0.8316916440229651,3,2,0.4725285371237496,-0.3058810768460283,-0.5494222500233438
2014-04-01,-0.1927915122047108,0.3285164602766652,0.7621152644939221,-0.007129565389525211,4,2,1.0554999117269002,0.43930324990731023,-0.5262629400256933
2014-05-01,-0.21489542691597627,0.7619450403347148,0.7621152644939221,-0.05547522472308187,5,2,1.5880020330516855,0.6284113479230159,-0.1287649647932928
2014-06-01,-0.10092211668601372,1.3116593369937035,0.7209966429201533,0.9785847110224376,6,2,1.9546766078904168,1.0565408337652642,-0.10378098188673647
2014-07-01,-0.000763753150591812,0.7513736115528107,0.6798780213464137,0.307117220278594,7,2,1.3665553094833514,1.3279004093565745,-0.1216066326122008
2014-08-01,-0.4145214066520927,0.09946883666875282,0.6284797443792466,-0.920325352801152,8,2,0.12336370321832893,1.1486343684866671,-0.3711657427687009
2014-09-01,-0.6963463192207274,-0.6088168917187913,0.5873611228054778,-1.701913512026986,9,2,-0.4688775342318682,0.7078508091712491,-0.40323787812908346
2014-10-01,-0.7536783480030727,0.14527836139033554,0.5462425012317382,-1.1607107144874478,10,2,-0.110442837479401,0.18130075187101286,-0.32660161595504017
2014-11-01,-0.7481523693252561,-0.29872164744961743,0.5154035350514262,-0.8854090432824724,11,2,-0.6151353702630473,-0.535060407526772,-0.5600895685677162
2014-12-01,-0.7481523693252561,-0.999959756649226,0.5154035350514262,-0.8827231733194966,12,2,-0.9416405394312428,-1.2626696322340412,-0.5298421061162394
2015-01-01,-0.7481523693252561,-1.1972930939114277,0.5154035350514262,-0.8827231733194966,1,3,-0.9694501279723824,-1.2443915261061291,0.5076248020512355
2015-02-01,-0.7481523693252561,-1.338245477670143,0.5154035350514262,-0.8827231733194966,2,3,-0.9591502803645532,-1.0334903015532977,-0.32302244986449424
2015-03-01,-0.7481523693252561,-1.6342454835634448,0.5154035350514262,-0.8854090432824724,3,3,-0.8582117738078241,-0.3825085217668905,-0.5636687346582621
2015-04-01,-0.7509153586641646,0.2615640779912757,0.5154035350514262,-0.9068960029862748,4,3,0.28507131066125235,0.2262930131089502,-0.3105304584112161
2015-05-01,-0.7654210526934321,-0.006245451150283239,0.5154035350514262,-1.0304460212831423,5,3,0.6373260988490216,0.6523134867056701,-0.2446316945088107
2015-06-01,-0.7716377787059757,0.7936593266804256,0.4948442242645419,-0.4019524499469049,6,3,1.2017577477580792,0.9644472990438612,0.4363221991493784
2015-07-01,-0.7412448959779858,0.9028974240934295,0.4434459472973747,0.05598837874039592,7,3,0.9185119385427674,1.275878107300209,-0.02889921289433342
2015-08-01,-0.7529876006683452,0.31794503149476183,0.4023273257236352,-0.4610415891323628,8,3,0.12748364226146064,1.1423073317500825,-0.2410525284182647
2015-09-01,-0.8137733661243255,0.9663259967848512,0.3714883595433232,-0.428811149576659,9,3,0.27065152401029097,0.7345649642812745,-0.22498137087444056
2015-10-01,-0.6251993437438421,0.3461355082465049,0.3509290487564388,0.5569031268353037,10,3,0.03066507474786326,0.12224840899621996,-0.4549603371238362
2015-11-01,-0.5222779908695121,-0.006245451150283239,0.3200900825761268,0.29100200050074115,11,3,-0.8077425205294593,-0.7431496157522325,0.534363278139432
2015-12-01,-0.5153705175222415,0.057183121541138526,0.3200900825761268,0.27622971570437665,12,3,-0.9498804175175064,-1.2001022689500345,1.327604735422593
2016-01-01,-0.5153705175222415,-0.16129307328487047,0.3200900825761268,0.27622971570437665,1,4,-0.9519403870390724,-1.877798203846467,-0.5369302585700657
2016-02-01,-0.5153705175222415,-0.4326264120203971,0.3200900825761268,0.27622971570437665,2,4,-0.918980874694018,-1.3111769138811922,-0.4995244639374969
2016-03-01,-0.5153705175222415,-0.8131978481689284,0.3200900825761268,0.27488678072288925,3,4,-0.7325536329923038,-0.3867265462579471,0.0887220100028247
2016-04-01,-0.5202057488653309,-1.2395788090390416,0.3200900825761268,0.22654112138933255,4,4,-0.5564262388984191,0.25652218862818943,-0.5244382671167876
2016-05-01,-0.5423096635765964,0.30384979311888993,0.3200900825761268,0.0009280444994012161,5,4,1.4293843798911114,0.7422980091815451,-0.44962667785165006
2016-06-01,-0.5354021902293258,0.8570878993718474,0.2892511163958148,0.1499938274445344,6,4,1.5488626121419338,1.0333416990644526,-0.02181106044050703
2016-07-01,-0.4808331507858892,0.9733736159727868,0.24813249482207525,0.3782927742974416,7,4,1.2542869705580098,1.4080428746866502,-0.2071557201489763
2016-08-01,-0.6797683831872787,-0.6052930821248235,0.20701387324830647,-1.2318862685062957,8,4,-0.30716992678894484,1.3461785154844863,-0.18575090333296604
2016-09-01,-0.8227530814757773,0.5822307510423522,0.1761749070679945,-1.230543333524808,9,4,-0.004354407118757075,0.7212078867262619,-0.3533400920432366
2016-10-01,-0.7308836859570798,1.1354688572953098,0.1658952516745669,0.5824188914835694,10,4,-0.007444361401105864,-0.008510350226535675,-0.16617075942586154
2016-11-01,-0.655592226471832,0.6209926565759988,0.15561559628113933,0.58779063140952,11,4,-0.39780858573784456,-0.6960483422687668,-0.255299013053183
2016-12-01,-0.655592226471832,-0.464340698366108,0.15561559628113933,0.58779063140952,12,4,-0.8664516518940873,-1.1326138770931282,2.810712911726675
2017-01-01,-0.655592226471832,-0.7356740371016347,0.15561559628113933,0.58779063140952,1,5,-0.9478204479959408,-1.3512481465462305,5.691309997070799
2017-02-01,-0.655592226471832,-1.0070073758371614,0.15561559628113933,0.58779063140952,2,5,-0.9097110118469716,-0.9540508403050642,0.853470498016149
2017-03-01,-0.655592226471832,-1.2219597610692026,0.15561559628113933,0.5864476964280326,3,5,-0.7953827034000638,-0.4352338279050984,-0.5084372893002291
2017-04-01,-0.659045963145467,-1.2360549994450738,0.15561559628113933,0.5233297522981115,4,5,-0.5945356750473884,0.2902663845566425,-0.5209292807535072
2017-05-01,-0.6728609098400081,-0.9717692798974829,0.15561559628113933,0.19699655179660364,5,5,-0.1361924564989748,0.8540756581945457,-0.5209292807535072
2017-06-01,-0.6804591305220056,-0.4502454599902369,0.11449697470739975,-0.5671334526698909,6,5,0.08525426706935962,1.1830815684969629,-0.2873711484135656
2017-07-01,-0.7640395580239783,0.2686116971792113,0.07337835313363097,-0.8370633839489158,7,5,0.4848883542531449,1.4895913481804115,-0.3105304584112161
2017-08-01,-0.8351865335008641,0.7971831362743929,0.06309869774020338,-0.5255024682437723,8,5,0.20267252979861616,1.1669124746145796,-0.16974992551640752
2017-09-01,-0.8731776369108515,-0.11548354856328773,0.06309869774020338,-0.9646422071902454,9,5,-0.3112898658320767,0.8407185806395331,-0.4816988132120327
2017-10-01,-0.8856110889359383,-0.3691978393289754,0.06309869774020338,-1.1459384296910833,10,5,-0.5667260865062486,0.1039703028683079,-0.4906116385747648
2017-11-01,-0.8780128682539408,-0.8590073728905104,0.06309869774020338,-1.1190797300613302,11,5,-0.8118624595725911,-0.7839238524991133,0.8891217994670777
2017-12-01,-0.8773221209192139,-1.1831978555355556,0.06309869774020338,-1.1190797300613302,12,5,-0.9416405394312428,-1.290086791425909,0.8748753148321594
2018-01-01,-0.8773221209192139,-1.3664359544218858,0.06309869774020338,-1.1190797300613302,1,6,-0.9704801127331656,-1.5600403588535336,2.3383331675018715
2018-02-01,-0.8773221209192139,-1.517959766962505,0.06309869774020338,-1.1190797300613302,2,6,-0.9704801127331656,-1.2514215669245567,1.5290205526748863
2018-03-01,-0.8773221209192139,-1.6976740562548664,0.06309869774020338,-1.1231085350057923,3,6,-0.8901413013920954,-0.21659955845199624,-0.3586737513154228
2018-04-01,-0.8793943629233951,-0.006245451150283239,0.06309869774020338,-1.1472813646725708,4,6,0.2974311277906477,0.2832363437382148,-0.4299763542172799
2018-05-01,-0.8883740782748464,-0.22119783638232446,0.06309869774020338,-1.230543333524808,5,6,0.2871312801828182,0.9103159847419674,-0.42106352885454784
2018-06-01,-0.8973537936262982,0.39194503296808697,0.06309869774020338,-0.9686710121347086,6,6,0.6692556264332933,1.2308858460622716,-0.4299763542172799
2018-07-01,-0.6832221198609137,1.7944212513673041,0.052819042346775785,0.9624694912445846,7,6,1.825928512792548,1.5198205236996507,0.10479316754664886
2018-08-01,0.12633375643918446,1.565373627759392,0.011700420773007009,1.3613211807464285,8,6,0.6002466474608353,1.2744720991365237,-0.2107348862395223
2018-09-01,0.3598063555769263,1.304611717805768,-0.07053682237447212,0.9893281908743388,9,6,0.3396605029827487,0.6016971928129905,-0.13585311724711913
2018-10-01,0.5000280645265167,0.0853735982928816,-0.15277406552198047,0.7731156588548213,10,6,-0.344249378177131,-0.041551542073145945,-0.3943250527663514
2018-11-01,0.5739380293423102,-0.7391978466956025,-0.19389268709572005,0.4991569226313332,11,6,-0.8128924443333739,-0.6468380565397728,1.094116782809917
2018-12-01,0.5753195240117646,-1.2290073802571382,-0.19389268709572005,0.49512811768687004,12,6,-0.8911712861528782,-1.321721975108834,-0.5672479007488082
2019-01-01,0.5753195240117646,-1.5144359573685369,-0.19389268709572005,0.49512811768687004,1,7,-0.9354606308665452,-1.206429305686619,-0.5636687346582621
2019-02-01,0.5753195240117646,-1.736435961788513,-0.19389268709572005,0.49512811768687004,2,7,-0.983869914623344,-1.2486095505971857,0.7268662700289933
2019-03-01,0.5739380293423102,-1.6025311972177338,-0.19389268709572005,0.4924422477238942,3,7,-0.8849913775881807,-0.38813255442163264,-0.5476677568417035
2019-04-01,0.5566693459741341,-1.1796740459415878,-0.19389268709572005,0.4414107184273627,4,7,-0.5018370465769226,0.2783153151653154,-0.5262629400256933
2019-05-01,0.4806871391541594,0.462421224847445,-0.2041723424891476,0.31248896020454464,5,7,1.3191760104873356,0.7647941398005137,-0.35509458522487675
2019-06-01,0.3743120496061943,0.7689926595226504,-0.2761299302432284,0.1956536168151162,6,7,1.2038177172796451,1.1739425154330068,-0.1126938072494687
2019-07-01,0.18090279588262104,0.9451831392210444,-0.3686468287841351,0.35143407466768745,7,7,1.0688897136170783,1.3665656338579266,-0.15192427479094325
2019-08-01,-0.2280196262757905,0.994516473536595,-0.42004510575133147,-0.2327426422794566,8,7,0.5580172722687343,1.0811459766297613,0.2295727226248989
2019-09-01,-0.4511310153926262,-0.6651978452222774,-0.4714433827185279,-0.682625861077832,9,7,-0.5172868179886669,0.967259315371232,-0.4513811710332902
2019-10-01,-0.5713210516351324,-0.20357878841248475,-0.5125620042922674,-1.2614308380990245,10,7,-0.4966871227730079,0.06882009877616929,-0.3675865766781549
2019-11-01,-0.5727025463045863,-0.23881688435216344,-0.5331213150791518,-1.1553389745614973,11,7,-0.7026840749295982,-0.608875836120263,-0.5298421061162394
2019-12-01,-0.5720117989698593,-0.6969121315679883,-0.5331213150791518,-1.1459384296910833,12,7,-0.9591502803645532,-1.2992258444898652,-0.4228882017634536
2020-01-01,-0.5720117989698593,-0.8308168961387674,-0.5331213150791518,-1.1459384296910833,1,8,-0.9797499755802122,-1.4672438200502875,-0.5387549314789715
2020-02-01,-0.5720117989698593,-0.9541502319276436,-0.5331213150791518,-1.1459384296910833,2,8,-0.9519403870390724,-1.1136327668833734,-0.5066126163913233
2020-03-01,-0.5720117989698593,-0.9224359455819328,-0.5331213150791518,-1.1472813646725708,3,8,-0.730493663470738,-0.3536853544113368,-0.5369302585700657
2020-04-01,-0.5775377776476756,-0.2951978378556496,-0.5331213150791518,-1.1727971293208377,4,8,0.10482397752423583,0.17145869472521402,-0.49236613175640503
2020-05-01,-0.5989509450242142,0.6844212292674218,-0.5331213150791518,-1.1231085350057923,5,8,1.178068098260071,0.7430010132633877,-0.2927048076857518
2020-06-01,-0.6162196283923903,0.8606117089658158,-0.5639602812594637,-0.32003341607615604,6,8,1.4613139074753827,1.197844654215661,-0.3159342974106678
2020-07-01,-0.076745959970567,2.375849834372004,-0.615358558226631,1.9092386531934045,7,8,2.3172312436860154,1.2428369154535988,0.6395626893105776
2020-08-01,0.9096412340196548,2.192611735485674,-0.7284347675544512,1.913267458137868,8,8,1.5231129931223601,1.1767545317603785,0.017419407100967555
2020-09-01,1.4290832297343945,1.9283260159380828,-0.9237482200297508,1.9186391980638184,9,8,0.7938837824880302,0.6973057479436077,-0.38723690031252506
2020-10-01,1.7606419504033763,0.7126117060191642,-1.1601802940787898,1.4096668400799852,10,8,0.21812230121036047,0.02663985386560293,-0.5262629400256933
2020-11-01,1.8580373245998896,0.1664212189541424,-1.304095469586922,1.1115352741897178,11,8,-0.7572732672510947,-0.7108114279874651,-0.5315965992978795
2020-12-01,1.8711615239597037,0.6844212292674218,-1.334934435767234,1.0766189646710382,12,8,-0.8613017280901727,-1.6556489139841508,-0.551176743204984
2021-01-01,1.8711615239597037,0.21223074367572511,-1.334934435767234,1.0766189646710382,1,9,-0.9004411489999251,-1.6458068568383522,-0.5351757653884256
2021-02-01,1.8711615239597037,-0.22472164597629224,-1.334934435767234,1.0766189646710382,2,9,-0.8592417585686069,-1.1115237546378451,1.1172760928075676
2021-03-01,1.8704707766249768,-0.06967402384170562,-1.334934435767234,1.0739330947080634,3,9,-0.2443408563811848,-0.2566707911170342,0.26522402407582746
2021-04-01,1.8366241572233506,-0.1366264061270952,-1.334934435767234,1.0014146057077284,4,9,0.13057359654380962,0.267067249855831,-0.49236613175640503
2021-05-01,1.6929487116001254,0.07127835991700975,-1.3452140911606616,0.7234270645397771,5,9,0.670285611194076,0.6628585479333118,-0.4424683456705581
2021-06-01,1.445661165767843,1.0896593325737276,-1.5508071990293886,0.7046259747989495,6,9,1.6168416063536086,1.0670858949929056,-0.20182206087679014
2021-07-01,2.066643019687457,2.6542307922954675,-1.807798583865312,2.594135493752125,7,9,2.163763514329356,1.330712425683945,0.3757570945191592
2021-08-01,2.092200671072358,2.041087922945055,-2.12646790106186,1.8434348391005075,8,9,0.9658912375387833,1.0403717398828805,-0.30519679913902986
2021-09-01,2.2082462233065017,2.2701355465529685,-2.434857562864979,2.266459358269129,9,9,0.8309632338762167,0.7893992826650107,-0.1073601479772825
2021-10-01,2.5674348373645657,0.8324212322140722,-2.7021286030943297,1.6728820964515718,10,9,0.0625946023321348,0.0730381232672259,-0.5333510924795197
2021-11-01,2.6302928448247282,-0.23176926516422786,-2.8049251570286935,1.3143184563943593,11,9,-0.8685116214156534,-0.6517590851126721,3.158313100873228
2021-12-01,2.631674339494181,-0.5031026038997546,-2.8152048124221505,1.3102896514498958,12,9,-0.9210408442155841,-1.1101177464741596,0.7928352136586644
2022-01-01,2.631674339494181,-0.7462454658835388,-2.8152048124221505,1.3102896514498958,1,10,-0.9715100974939486,-1.4391236567765768,3.6948371158187987
2022-02-01,2.631674339494181,-0.8695788016724145,-2.8152048124221505,1.3102896514498958,2,10,-0.9890198384272588,-1.49817599965137,5.0193391085026065
2022-03-01,2.6309835921594544,0.13823074220239995,-2.8152048124221505,1.3089467164684083,3,10,-0.4008985400201934,-0.4035986442221736,0.2438192072598171
